;Abgeordnete;Partei;Vorname;Nachname;E-Mail;Wahlkreis;PLZ
637;Mark Helfrich;CDU/CSU (CDU);Mark;Helfrich;mark.helfrich@bundestag.de;Steinburg – Dithmarschen Süd;['24576', '24613', '24616', '24623', '24632', '24649', '25335', '25335', '25348', '25358', '25361', '25368', '25376', '25377', '25379', '25524', '25541', '25548', '25551', '25554', '25560', '25563', '25566', '25569', '25572', '25573', '25576', '25578', '25579', '25581', '25582', '25584', '25587', '25588', '25591', '25593', '25594', '25596', '25597', '25599', '25693', '25704', '25709', '25712', '25715', '25718', '25719', '25721', '25724', '25725', '25727', '25729', '25767', '25782', '25785', '25785']
638;Ingrid Nestle;Grüne;Ingrid;Nestle;ingrid.nestle@bundestag.de;Steinburg – Dithmarschen Süd;['24576', '24613', '24616', '24623', '24632', '24649', '25335', '25335', '25348', '25358', '25361', '25368', '25376', '25377', '25379', '25524', '25541', '25548', '25551', '25554', '25560', '25563', '25566', '25569', '25572', '25573', '25576', '25578', '25579', '25581', '25582', '25584', '25587', '25588', '25591', '25593', '25594', '25596', '25597', '25599', '25693', '25704', '25709', '25712', '25715', '25718', '25719', '25721', '25724', '25725', '25727', '25729', '25767', '25782', '25785', '25785']
639;Jens Spahn;CDU/CSU (CDU);Jens;Spahn;jens.spahn@bundestag.de;Steinfurt I – Borken I;['48429', '48431', '48432', '48485', '48493', '48565', '48599', '48607', '48612', '48619', '48624', '48629', '48683', '48739']
640;Sarah Lahrkamp;SPD;Sarah;Lahrkamp;sarah.lahrkamp@bundestag.de;Steinfurt I – Borken I;['48429', '48431', '48432', '48485', '48493', '48565', '48599', '48607', '48612', '48619', '48624', '48629', '48683', '48739']
641;Jan-Niclas Gesenhues;Grüne;Jan-Niclas;Gesenhues;jan-niclas.gesenhues@bundestag.de;Steinfurt III;['48268', '48282', '48369', '48477', '48496', '49477', '49479', '49492', '49497', '49504', '49509', '49525', '49536', '49545', '49549']
642;Jürgen Coße;SPD;Jürgen;Coße;jürgen.coße@bundestag.de;Steinfurt III;['48268', '48282', '48369', '48477', '48496', '49477', '49479', '49492', '49497', '49504', '49509', '49525', '49536', '49545', '49549']
643;Anja Karliczek;CDU/CSU (CDU);Anja;Karliczek;anja.karliczek@bundestag.de;Steinfurt III;['48268', '48282', '48369', '48477', '48496', '49477', '49479', '49492', '49497', '49504', '49509', '49525', '49536', '49545', '49549']
644;Kathrin Vogler;Linke;Kathrin;Vogler;kathrin.vogler@bundestag.de;Steinfurt III;['48268', '48282', '48369', '48477', '48496', '49477', '49479', '49492', '49497', '49504', '49509', '49525', '49536', '49545', '49549']
645;Corinna Miazga;AfD;Corinna;Miazga;corinna.miazga@bundestag.de;Straubing;['84066', '84082', '93471', '94209', '94227', '94234', '94239', '94244', '94249', '94250', '94252', '94253', '94255', '94256', '94258', '94259', '94261', '94262', '94264', '94265', '94267', '94269', '94315', '94327', '94330', '94333', '94336', '94339', '94342', '94344', '94345', '94347', '94348', '94350', '94351', '94353', '94354', '94356', '94357', '94359', '94360', '94362', '94363', '94365', '94366', '94368', '94369', '94371', '94372', '94374', '94375', '94377', '94379', '94553', '94559']
646;Erhard Grundl;Grüne;Erhard;Grundl;erhard.grundl@bundestag.de;Straubing;['84066', '84082', '93471', '94209', '94227', '94234', '94239', '94244', '94249', '94250', '94252', '94253', '94255', '94256', '94258', '94259', '94261', '94262', '94264', '94265', '94267', '94269', '94315', '94327', '94330', '94333', '94336', '94339', '94342', '94344', '94345', '94347', '94348', '94350', '94351', '94353', '94354', '94356', '94357', '94359', '94360', '94362', '94363', '94365', '94366', '94368', '94369', '94371', '94372', '94374', '94375', '94377', '94379', '94553', '94559']
647;Alois Rainer;CDU/CSU (CSU);Alois;Rainer;alois.rainer@bundestag.de;Straubing;['84066', '84082', '93471', '94209', '94227', '94234', '94239', '94244', '94249', '94250', '94252', '94253', '94255', '94256', '94258', '94259', '94261', '94262', '94264', '94265', '94267', '94269', '94315', '94327', '94330', '94333', '94336', '94339', '94342', '94344', '94345', '94347', '94348', '94350', '94351', '94353', '94354', '94356', '94357', '94359', '94360', '94362', '94363', '94365', '94366', '94368', '94369', '94371', '94372', '94374', '94375', '94377', '94379', '94553', '94559']
648;Cem Özdemir;Grüne;Cem;Özdemir;cem.özdemir@bundestag.de;Stuttgart I;['70173', '70174', '70176', '70178', '70180', '70182', '70184', '70188', '70190', '70191', '70192', '70193', '70197', '70199', '70327', '70329', '70563', '70565', '70567', '70569', '70597', '70599', '70619', '70629']
649;Dirk Spaniel;AfD;Dirk;Spaniel;dirk.spaniel@bundestag.de;Stuttgart I;['70173', '70174', '70176', '70178', '70180', '70182', '70184', '70188', '70190', '70191', '70192', '70193', '70197', '70199', '70327', '70329', '70563', '70565', '70567', '70569', '70597', '70599', '70619', '70629']
650;Bernd Riexinger;Linke;Bernd;Riexinger;bernd.riexinger@bundestag.de;Stuttgart I;['70173', '70174', '70176', '70178', '70180', '70182', '70184', '70188', '70190', '70191', '70192', '70193', '70197', '70199', '70327', '70329', '70563', '70565', '70567', '70569', '70597', '70599', '70619', '70629']
651;Judith Skudelny;FDP;Judith;Skudelny;judith.skudelny@bundestag.de;Stuttgart I;['70173', '70174', '70176', '70178', '70180', '70182', '70184', '70188', '70190', '70191', '70192', '70193', '70197', '70199', '70327', '70329', '70563', '70565', '70567', '70569', '70597', '70599', '70619', '70629']
652;Anna Christmann;Grüne;Anna;Christmann;anna.christmann@bundestag.de;Stuttgart II;['70186', '70188', '70190', '70191', '70192', '70195', '70327', '70327', '70327', '70327', '70329', '70372', '70374', '70376', '70378', '70435', '70437', '70439', '70469', '70499']
653;Maximilian Mörseburg;CDU/CSU (CDU);Maximilian;Mörseburg;maximilian.mörseburg@bundestag.de;Stuttgart II;['70186', '70188', '70190', '70191', '70192', '70195', '70327', '70327', '70327', '70327', '70329', '70372', '70374', '70376', '70378', '70435', '70437', '70439', '70469', '70499']
654;Volker Wissing;FDP;Volker;Wissing;volker.wissing@bundestag.de;Südpfalz;['67360', '67361', '67363', '67365', '67366', '67368', '67377', '67378', '67480', '67482', '67483', '67487', '67489', '76726', '76744', '76751', '76756', '76761', '76764', '76767', '76768', '76770', '76771', '76773', '76774', '76776', '76777', '76779', '76829', '76831', '76833', '76835', '76855', '76857', '76863', '76865', '76870', '76872', '76877', '76879', '76887', '76889']
655;Tobias Lindner;Grüne;Tobias;Lindner;tobias.lindner@bundestag.de;Südpfalz;['67360', '67361', '67363', '67365', '67366', '67368', '67377', '67378', '67480', '67482', '67483', '67487', '67489', '76726', '76744', '76751', '76756', '76761', '76764', '76767', '76768', '76770', '76771', '76773', '76774', '76776', '76777', '76779', '76829', '76831', '76833', '76835', '76855', '76857', '76863', '76865', '76870', '76872', '76877', '76879', '76887', '76889']
656;Bernd Schattner;AfD;Bernd;Schattner;bernd.schattner@bundestag.de;Südpfalz;['67360', '67361', '67363', '67365', '67366', '67368', '67377', '67378', '67480', '67482', '67483', '67487', '67489', '76726', '76744', '76751', '76756', '76761', '76764', '76767', '76768', '76770', '76771', '76773', '76774', '76776', '76777', '76779', '76829', '76831', '76833', '76835', '76855', '76857', '76863', '76865', '76870', '76872', '76877', '76879', '76887', '76889']
657;Thomas Gebhart;CDU/CSU (CDU);Thomas;Gebhart;thomas.gebhart@bundestag.de;Südpfalz;['67360', '67361', '67363', '67365', '67366', '67368', '67377', '67378', '67480', '67482', '67483', '67487', '67489', '76726', '76744', '76751', '76756', '76761', '76764', '76767', '76768', '76770', '76771', '76773', '76774', '76776', '76777', '76779', '76829', '76831', '76833', '76835', '76855', '76857', '76863', '76865', '76870', '76872', '76877', '76879', '76887', '76889']
658;Thomas Hitschler;SPD;Thomas;Hitschler;thomas.hitschler@bundestag.de;Südpfalz;['67360', '67361', '67363', '67365', '67366', '67368', '67377', '67378', '67480', '67482', '67483', '67487', '67489', '76726', '76744', '76751', '76756', '76761', '76764', '76767', '76768', '76770', '76771', '76773', '76774', '76776', '76777', '76779', '76829', '76831', '76833', '76835', '76855', '76857', '76863', '76865', '76870', '76872', '76877', '76879', '76887', '76889']
659;Frank Ullrich;SPD;Frank;Ullrich;frank.ullrich@bundestag.de;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;['98527', '98528', '98529', '98530', '98544', '98547', '98553', '98554', '98559', '98574', '98587', '98590', '98593', '98596', '98597', '98599', '98617', '98631', '98634', '98639', '98646', '98660', '98663', '98666', '98667', '98669', '98673', '98678']
660;Gerald Ullrich;FDP;Gerald;Ullrich;gerald.ullrich@bundestag.de;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;['98527', '98528', '98529', '98530', '98544', '98547', '98553', '98554', '98559', '98574', '98587', '98590', '98593', '98596', '98597', '98599', '98617', '98631', '98634', '98639', '98646', '98660', '98663', '98666', '98667', '98669', '98673', '98678']
661;Bärbel Kofler;SPD;Bärbel;Kofler;bärbel.kofler@bundestag.de;Traunstein;['83119', '83132', '83224', '83236', '83242', '83246', '83250', '83259', '83278', '83301', '83308', '83313', '83317', '83324', '83329', '83334', '83339', '83342', '83346', '83349', '83352', '83355', '83358', '83361', '83362', '83364', '83365', '83367', '83368', '83370', '83371', '83373', '83374', '83376', '83377', '83379', '83395', '83404', '83410', '83413', '83416', '83417', '83435', '83451', '83454', '83457', '83458', '83471', '83483', '83486', '83487', '83530', '84529', '84549']
662;Peter Ramsauer;CDU/CSU (CSU);Peter;Ramsauer;peter.ramsauer@bundestag.de;Traunstein;['83119', '83132', '83224', '83236', '83242', '83246', '83250', '83259', '83278', '83301', '83308', '83313', '83317', '83324', '83329', '83334', '83339', '83342', '83346', '83349', '83352', '83355', '83358', '83361', '83362', '83364', '83365', '83367', '83368', '83370', '83371', '83373', '83374', '83376', '83377', '83379', '83395', '83404', '83410', '83413', '83416', '83417', '83435', '83451', '83454', '83457', '83458', '83471', '83483', '83486', '83487', '83530', '84529', '84549']
663;Corinna Rüffer;Grüne;Corinna;Rüffer;corinna.rüffer@bundestag.de;Trier;['54290', '54292', '54293', '54294', '54295', '54296', '54298', '54298', '54298', '54306', '54308', '54309', '54310', '54311', '54313', '54314', '54316', '54317', '54318', '54320', '54329', '54331', '54332', '54338', '54340', '54341', '54343', '54344', '54346', '54349', '54411', '54413', '54421', '54422', '54422', '54426', '54427', '54429', '54439', '54441', '54450', '54451', '54453', '54455', '54456', '54457', '54459']
664;Verena Hubertz;SPD;Verena;Hubertz;verena.hubertz@bundestag.de;Trier;['54290', '54292', '54293', '54294', '54295', '54296', '54298', '54298', '54298', '54306', '54308', '54309', '54310', '54311', '54313', '54314', '54316', '54317', '54318', '54320', '54329', '54331', '54332', '54338', '54340', '54341', '54343', '54344', '54346', '54349', '54411', '54413', '54421', '54422', '54422', '54426', '54427', '54429', '54439', '54441', '54450', '54451', '54453', '54455', '54456', '54457', '54459']
665;Annette Widmann-Mauz;CDU/CSU (CDU);Annette;Widmann-Mauz;annette.widmann-mauz@bundestag.de;Tübingen;['72070', '72072', '72074', '72076', '72108', '72116', '72119', '72127', '72131', '72135', '72138', '72144', '72145', '72147', '72149', '72181', '72379', '72393', '72406', '72411', '72414', '72415', '72417', '72810']
666;Christian Kühn;Grüne;Christian;Kühn;christian.kühn@bundestag.de;Tübingen;['72070', '72072', '72074', '72076', '72108', '72116', '72119', '72127', '72131', '72135', '72138', '72144', '72145', '72147', '72149', '72181', '72379', '72393', '72406', '72411', '72414', '72415', '72417', '72810']
667;Martin Rosemann;SPD;Martin;Rosemann;martin.rosemann@bundestag.de;Tübingen;['72070', '72072', '72074', '72076', '72108', '72116', '72119', '72127', '72131', '72135', '72138', '72144', '72145', '72147', '72149', '72181', '72379', '72393', '72406', '72411', '72414', '72415', '72417', '72810']
668;Friedhelm Boginski;FDP;Friedhelm;Boginski;friedhelm.boginski@bundestag.de;Uckermark – Barnim I;['16225', '16227', '16230', '16230', '16244', '16247', '16248', '16248', '16248', '16248', '16248', '16248', '16278', '16303', '16306', '16307', '17268', '17279', '17291', '17326', '17337']
669;Michael Kellner;Grüne;Michael;Kellner;michael.kellner@bundestag.de;Uckermark – Barnim I;['16225', '16227', '16230', '16230', '16244', '16247', '16248', '16248', '16248', '16248', '16248', '16248', '16278', '16303', '16306', '16307', '17268', '17279', '17291', '17326', '17337']
670;Jens Koeppen;CDU/CSU (CDU);Jens;Koeppen;jens.koeppen@bundestag.de;Uckermark – Barnim I;['16225', '16227', '16230', '16230', '16244', '16247', '16248', '16248', '16248', '16248', '16248', '16248', '16278', '16303', '16306', '16307', '17268', '17279', '17291', '17326', '17337']
671;Hannes Gnauck;AfD;Hannes;Gnauck;hannes.gnauck@bundestag.de;Uckermark – Barnim I;['16225', '16227', '16230', '16230', '16244', '16247', '16248', '16248', '16248', '16248', '16248', '16248', '16278', '16303', '16306', '16307', '17268', '17279', '17291', '17326', '17337']
672;Stefan Zierke;SPD;Stefan;Zierke;stefan.zierke@bundestag.de;Uckermark – Barnim I;['16225', '16227', '16230', '16230', '16244', '16247', '16248', '16248', '16248', '16248', '16248', '16248', '16278', '16303', '16306', '16307', '17268', '17279', '17291', '17326', '17337']
673;Marcel Emmerich;Grüne;Marcel;Emmerich;marcel.emmerich@bundestag.de;Ulm;['72525', '72535', '72589', '73340', '88481', '88499', '89073', '89075', '89077', '89079', '89081', '89129', '89134', '89143', '89150', '89155', '89160', '89165', '89171', '89173', '89174', '89176', '89177', '89179', '89180', '89182', '89183', '89185', '89186', '89188', '89189', '89191', '89192', '89194', '89195', '89197', '89198', '89584', '89597', '89601', '89604', '89605', '89607', '89608', '89610', '89611', '89613', '89614', '89616', '89617', '89619']
674;Ronja Kemmer;CDU/CSU (CDU);Ronja;Kemmer;ronja.kemmer@bundestag.de;Ulm;['72525', '72535', '72589', '73340', '88481', '88499', '89073', '89075', '89077', '89079', '89081', '89129', '89134', '89143', '89150', '89155', '89160', '89165', '89171', '89173', '89174', '89176', '89177', '89179', '89180', '89182', '89183', '89185', '89186', '89188', '89189', '89191', '89192', '89194', '89195', '89197', '89198', '89584', '89597', '89601', '89604', '89605', '89607', '89608', '89610', '89611', '89613', '89614', '89616', '89617', '89619']
675;Oliver Kaczmarek;SPD;Oliver;Kaczmarek;oliver.kaczmarek@bundestag.de;Unna I;['58239', '58730', '59174', '59192', '59199', '59423', '59425', '59427', '59439']
676;Hubert Hüppe;CDU/CSU (CDU);Hubert;Hüppe;hubert.hüppe@bundestag.de;Unna I;['58239', '58730', '59174', '59192', '59199', '59423', '59425', '59427', '59439']
677;Michael Sacher;Grüne;Michael;Sacher;michael.sacher@bundestag.de;Unna I;['58239', '58730', '59174', '59192', '59199', '59423', '59425', '59427', '59439']
678;Gitta Connemann;CDU/CSU (CDU);Gitta;Connemann;gitta.connemann@bundestag.de;Unterems;['26670', '26757', '26789', '26802', '26810', '26817', '26826', '26831', '26835', '26842', '26844', '26845', '26847', '26849', '26871', '26892', '26897', '26899', '26901', '26903', '26904', '26906', '26907', '26909', '49733', '49751', '49757', '49762', '49767', '49777', '49779']
679;Julian Pahlke;Grüne;Julian;Pahlke;julian.pahlke@bundestag.de;Unterems;['26670', '26757', '26789', '26802', '26810', '26817', '26826', '26831', '26835', '26842', '26844', '26845', '26847', '26849', '26871', '26892', '26897', '26899', '26901', '26903', '26904', '26906', '26907', '26909', '49733', '49751', '49757', '49762', '49767', '49777', '49779']
680;Anja Troff-Schaffarzyk;SPD;Anja;Troff-Schaffarzyk;anja.troff-schaffarzyk@bundestag.de;Unterems;['26670', '26757', '26789', '26802', '26810', '26817', '26826', '26831', '26835', '26842', '26844', '26845', '26847', '26849', '26871', '26892', '26897', '26899', '26901', '26903', '26904', '26906', '26907', '26909', '49733', '49751', '49757', '49762', '49767', '49777', '49779']
681;Kay Gottschalk;AfD;Kay;Gottschalk;kay.gottschalk@bundestag.de;Viersen;['41334', '41366', '41372', '41379', '41747', '41748', '41749', '41751', '47877', '47906', '47918', '47929']
682;Martin Plum;CDU/CSU (CDU);Martin;Plum;martin.plum@bundestag.de;Viersen;['41334', '41366', '41372', '41379', '41747', '41748', '41749', '41751', '47877', '47906', '47918', '47929']
683;Udo Schiefner;SPD;Udo;Schiefner;udo.schiefner@bundestag.de;Viersen;['41334', '41366', '41372', '41379', '41747', '41748', '41749', '41751', '47877', '47906', '47918', '47929']
684;Yvonne Magwas;CDU/CSU (CDU);Yvonne;Magwas;yvonne.magwas@bundestag.de;Vogtlandkreis;['07919', '07952', '07985', '08209', '08223', '08228', '08233', '08236', '08237', '08239', '08248', '08258', '08261', '08262', '08265', '08267', '08269', '08468', '08485', '08491', '08496', '08499', '08523', '08525', '08527', '08538', '08539', '08541', '08543', '08547', '08548', '08606', '08626', '08645', '08648']
